ISIN,Date,Return,Price,Model
AT0000999982,2023-09-26,0.999423971391786,3159.06,prod_LGBMRegressor
AT0000999982,2023-09-27,0.99800947760464,3152.77,prod_LGBMRegressor
AT0000999982,2023-09-28,0.9993265353678344,3150.65,prod_LGBMRegressor
AT0000999982,2023-09-29,0.9987998308160121,3146.87,prod_LGBMRegressor
AT0000999982,2023-10-02,1.0013623591141896,3151.16,prod_LGBMRegressor
AT0000999982,2023-10-03,1.00232708619441,3158.49,prod_LGBMRegressor
AT0000999982,2023-10-04,1.002953566304674,3167.82,prod_LGBMRegressor
AT0000999982,2023-10-05,1.0029398145161388,3177.13,prod_LGBMRegressor
AT0000999982,2023-10-06,1.0016443070273056,3182.36,prod_LGBMRegressor
AT0000743059,2023-09-25,1.0002112452938472,45.21,prod_LGBMRegressor
AT0000743059,2023-09-26,1.001577782452007,45.28,prod_LGBMRegressor
AT0000743059,2023-09-27,1.0019409891421516,45.37,prod_LGBMRegressor
AT0000743059,2023-09-28,1.0013380007864425,45.43,prod_LGBMRegressor
AT0000743059,2023-09-29,1.0004924241778643,45.45,prod_LGBMRegressor
AT0000743059,2023-10-02,1.0017302157910895,45.53,prod_LGBMRegressor
AT0000743059,2023-10-03,1.0022310884463703,45.63,prod_LGBMRegressor
AT0000743059,2023-10-04,1.0013882848966398,45.7,prod_LGBMRegressor
AT0000743059,2023-10-05,1.0019501573970249,45.78,prod_LGBMRegressor
AT0000743059,2023-10-06,1.001874346062704,45.87,prod_LGBMRegressor
AT0000937503,2023-09-25,1.0069673710964877,26.3,prod_LGBMRegressor
AT0000937503,2023-09-26,1.000357366758715,26.31,prod_LGBMRegressor
AT0000937503,2023-09-27,0.9955300941789809,26.19,prod_LGBMRegressor
AT0000937503,2023-09-28,0.9980301518888102,26.14,prod_LGBMRegressor
AT0000937503,2023-09-29,1.0017845345347305,26.19,prod_LGBMRegressor
AT0000937503,2023-10-02,1.0015476340515805,26.23,prod_LGBMRegressor
AT0000937503,2023-10-03,0.9958525976407112,26.12,prod_LGBMRegressor
AT0000937503,2023-10-04,1.0003676355787758,26.13,prod_LGBMRegressor
AT0000937503,2023-10-05,1.0053931263938625,26.27,prod_LGBMRegressor
AT0000937503,2023-10-06,1.0035492275718294,26.36,prod_LGBMRegressor
AT0000652011,2023-09-25,0.9976437952771133,32.38,prod_LGBMRegressor
AT0000652011,2023-09-26,1.0023806833345332,32.46,prod_LGBMRegressor
AT0000652011,2023-09-27,0.9999266508217352,32.46,prod_LGBMRegressor
AT0000652011,2023-09-28,1.00250219193543,32.54,prod_LGBMRegressor
AT0000652011,2023-09-29,1.001327139854836,32.58,prod_LGBMRegressor
AT0000652011,2023-10-02,1.0030209011822004,32.68,prod_LGBMRegressor
AT0000652011,2023-10-03,1.0020082657589475,32.75,prod_LGBMRegressor
AT0000652011,2023-10-04,1.0029375176753699,32.84,prod_LGBMRegressor
AT0000652011,2023-10-05,1.0028154178159758,32.94,prod_LGBMRegressor
AT0000652011,2023-10-06,1.0024070374818832,33.01,prod_LGBMRegressor
AT0000746409,2023-09-25,0.9976419880919145,79.01,prod_LGBMRegressor
