p;d;q;P;D;Q;s;LookBackWindowSize;SeasonalPeriod
1;0;0;0;0;0;0;1300;1
1;0;0;0;0;0;0;1300;1
1;0;0;0;0;0;0;1300;1
0;0;0;0;0;0;0;1300;1
0;0;2;0;0;0;0;1300;1
3;0;3;0;0;0;0;1300;1
0;0;0;0;0;0;0;1300;1
1;0;0;0;0;0;0;1300;1
0;0;1;0;0;0;0;1300;1
1;0;0;0;0;0;0;1300;1
1;0;1;0;0;0;0;1300;1
1;0;0;0;0;0;0;1300;1
2;0;2;0;0;0;0;1300;1
0;0;1;0;0;0;0;1300;1
1;0;2;0;0;0;0;1300;1
0;0;1;0;0;0;0;1300;1
0;0;1;0;0;0;0;1300;1
0;0;0;0;0;0;0;1300;1
0;0;0;0;0;0;0;1300;1
0;0;1;0;0;0;5;1300;5
0;0;1;0;0;1;5;1300;5
2;0;0;0;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
0;0;0;1;0;0;5;1300;5
2;0;0;0;0;0;5;1300;5
0;0;2;0;0;2;5;1300;5
0;0;2;0;0;2;5;1300;5
0;0;3;0;0;0;5;1300;5
0;0;1;0;0;0;5;1300;5
1;0;0;0;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
3;0;0;2;0;2;5;1300;5
0;0;3;1;0;2;5;1300;5
1;0;0;0;0;0;5;1300;5
0;0;1;1;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
2;0;0;0;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
3;0;0;0;0;0;5;1300;5
1;0;1;0;0;0;5;1300;5
1;0;2;0;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
1;0;2;0;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
1;0;2;0;0;2;5;1300;5
0;0;0;0;0;0;5;1300;5
0;0;1;0;0;0;5;1300;5
0;0;0;0;0;0;5;1300;5
